id;name;age;height;weight;nationality;club;rating;value_M;wage_K;preferred_foot;real_face;position;jersey_number;pace;shooting;passing;dribbling;defending;physic;heading;free_kick;ball_control;acceleration;speed;real_face_Yes;preferred_foot_Right
212366;J. Sheehan;24;176;75;Wales;Newport County;61;0.35;2;Right;No;CM;10;67;53;58;63;53;65;58;56;62;68;66;0;1
221332;G. Guerrieri;23;184;78;Italy;Lazio;61;0.27;4;Right;No;GK;23;;;;;;;19;16;20;41;49;0;1
221528;N. Konstandopoulos;23;178;76;Australia;Adelaide United;61;0.35;1;Right;No;CM;16;70;46;58;63;53;61;51;48;63;71;70;0;1
221928;M. Castroman;24;175;70;Switzerland;FC Thun;61;0.35;2;Left;No;CM;7;66;53;62;63;38;47;41;58;62;63;68;0;0
221989;F. Aliti;25;186;77;Albania;Kalmar FF;61;0.325;1;Left;No;CB;4;66;35;46;50;61;62;57;30;51;64;67;0;0
223599;C. Cooke;22;172;72;England;Peterborough United;61;0.35;2;Right;No;CM;34;57;51;58;63;53;60;59;56;64;56;57;0;1
224238;W. Boyle;23;191;84;England;Cheltenham Town;61;0.325;2;Right;No;CB;15;55;27;36;37;61;70;65;27;48;59;52;0;1
224597;M. Eberwein;23;192;78;Germany;Holstein Kiel;61;0.35;2;Right;No;CM;14;72;62;55;58;34;66;65;63;61;65;77;0;1
225068;J. McDonagh;23;180;70;Northern Ireland;Derry City;61;0.325;1;Right;No;RB;7;81;55;56;62;57;56;50;48;56;78;83;0;1
225167;S. Sefil;25;194;89;France;Oldham Athletic;61;0.325;2;Right;No;CB;4;58;30;39;33;59;74;61;28;40;50;65;0;1
227146;D. Contreras;25;172;62;Colombia;Rionegro Águilas;61;0.325;1;Right;No;CM;5;72;41;55;60;56;60;46;38;64;71;72;0;1
227603;P. Kpozo;21;180;77;Ghana;Östersunds FK;61;0.325;1;Left;No;LB;32;80;34;56;64;53;69;41;45;60;78;81;0;0
228307;W. McDonald;22;174;77;England;Walsall;61;0.35;3;Right;No;LM;25;80;52;53;63;33;62;41;40;62;79;81;0;1
228355;K. Joelsson;21;183;74;Sweden;Helsingborgs IF;61;0.27;1;Right;No;GK;25;;;;;;;15;13;22;31;35;0;1
228658;K. O'Connor;24;183;75;Republic of Ireland;Cork City;61;0.325;1;Left;No;LB;25;64;52;62;62;58;63;48;68;61;66;62;0;0
228700;S. Alberto;23;188;80;Curacao;Sparta Rotterdam;61;0.325;2;Left;No;CB;17;68;26;45;52;58;66;63;24;59;64;72;0;0
228836;E. Dabo;23;181;71;Senegal;Valenciennes FC;61;0.325;1;Right;No;CB;19;67;40;56;58;57;66;59;42;58;68;66;0;1
229279;M. Hingerl;23;182;72;Germany;SG Sonnenhof Großaspach;61;0.35;1;Right;No;CM;19;68;53;58;64;52;58;47;39;64;66;70;0;1
231278;E. Maury;23;183;73;France;Rodez Aveyron Football;61;0.325;1;Right;No;CM;27;44;35;52;60;59;63;59;35;62;48;40;0;1
231606;A. Jakupović;21;186;81;Austria;Empoli;61;0.35;1;Left;No;ST;49;58;62;43;55;33;65;66;27;56;50;64;0;0
232194;S. Cordero;23;177;60;Chile;CD Antofagasta;61;0.325;1;Right;No;LB;22;58;40;51;55;63;57;60;49;59;61;56;0;1
234639;S. Johansen;23;190;88;Norway;Mjøndalen IF;61;0.325;1;Right;No;CB;23;58;31;29;49;60;71;47;28;60;62;54;0;1
235205;B. Gyamfi;23;178;76;Ghana;Benevento;61;0.325;1;Right;No;RB;18;78;32;44;52;60;67;56;41;35;81;75;0;1
236243;M. De Marchi;24;190;78;Italy;Cittadella;61;0.35;1;Right;No;ST;80;62;64;39;53;21;58;60;28;50;59;64;0;1
237169;C. Bramall;23;178;72;England;Colchester United;61;0.325;2;Left;No;LB;3;83;44;54;60;55;59;45;44;60;84;83;0;0
237307;H. Wingo;23;183;77;United States;Molde FK;61;0.35;1;Right;No;RM;20;74;54;55;61;46;66;51;42;62;71;77;0;1
238955;D. Tuma;23;178;70;Germany;Chemnitzer FC;61;0.35;1;Left;No;LM;7;87;51;53;64;27;53;36;38;60;85;88;0;0
239126;M. Al Baqawi;23;172;69;Saudi Arabia;Al Shabab;61;0.325;4;Right;No;RB;2;74;29;54;57;58;62;44;32;58;71;77;0;1
239245;F. Piszczek;24;188;77;Poland;Cracovia;61;0.35;1;Right;No;ST;26;82;56;48;61;26;62;53;34;59;82;82;0;1
239775;F. Senninger;23;175;70;Germany;Hannover 96;61;0.325;4;Right;No;LB;41;85;28;44;59;56;55;45;25;58;84;86;0;1
240074;B. Dione;22;168;62;Belgium;Royal Excel Mouscron;61;0.35;2;Left;No;LM;17;75;58;49;67;18;37;49;29;65;76;74;0;0
240129;M. Haarup;23;178;70;Denmark;Hobro IK;61;0.325;2;Right;No;LB;27;82;35;48;58;57;65;57;31;57;83;82;0;1
241283;Luis Díaz;24;187;78;Spain;CD Lugo;61;0.35;2;Right;No;CM;27;53;44;60;59;61;63;58;49;59;51;55;0;1
242556;F. Arbeláez;22;181;71;Colombia;Independiente Santa Fe;61;0.325;1;Left;No;LB;24;73;37;51;59;60;63;50;27;55;68;77;0;0
242662;J. Borgmann;21;196;83;Germany;SC Preußen Münster;61;0.325;1;Right;No;CB;4;51;29;41;40;59;71;66;25;42;48;54;0;1
244435;J. Heil;22;176;70;Austria;TSV Hartberg;61;0.35;2;Right;No;RM;28;68;48;57;64;41;54;50;43;61;71;66;0;1
244496;S. Perić;22;185;80;Austria;Wolfsberger AC;61;0.325;2;Right;No;CB;5;71;31;50;47;57;65;58;27;52;74;69;0;1
245653;J. Murray;23;180;74;Australia;Central Coast Mariners;61;0.35;1;Right;No;ST;9;67;61;43;59;18;60;59;28;59;68;67;0;1
246289;C. Huerta;18;171;67;Mexico;Guadalajara;61;0.325;3;Right;No;ST;33;65;57;60;59;37;55;62;53;64;66;65;0;1
246737;H. García;22;169;62;Venezuela;Curicó Unido;61;0.35;1;Left;No;LM;14;78;58;57;64;32;51;38;44;63;77;78;0;0
247427;A. Rwatubyaye;22;185;79;Rwanda;Colorado Rapids;61;0.325;1;Right;No;CB;14;63;22;30;34;60;73;67;28;31;64;62;0;1
251363;E. Azemović;22;191;78;Montenegro;Raków Częstochowa;61;0.325;1;Right;No;CB;5;64;27;33;37;60;68;67;25;28;64;64;0;1
251370;S. Najar;23;184;77;Tunisia;Viktoria Köln;61;0.35;1;Left;No;RM;15;81;53;50;65;27;62;43;45;62;77;84;0;0
251891;Lucas Soares;21;176;70;Brazil;Vitória Guimarães;61;0.325;1;Right;No;RB;42;75;37;54;65;57;59;32;49;60;76;75;0;1
252484;R. Deaconu;22;181;73;Romania;Sepsi OSK;61;0.35;2;Left;No;CM;13;66;50;60;63;31;55;28;46;61;65;67;0;0
252575;P. Mendy;23;185;75;France;Strømsgodset IF;61;0.325;1;Left;No;LB;22;74;39;53;57;57;64;52;36;54;76;72;0;0
202549;I. Furu;25;190;84;Norway;Ranheim Fotball;61;0.3;1;Left;No;CB;4;49;36;46;46;58;73;55;25;56;50;49;0;0
210033;L. López;25;188;81;Mexico;FC Juárez;61;0.3;3;Right;No;CB;3;42;35;46;50;58;71;60;32;57;36;47;0;1
211011;C. Dilo;25;189;87;France;Paris FC;61;0.26;1;Right;No;GK;16;;;;;;;13;16;20;43;44;0;1
213151;C. Norman;23;188;74;England;Walsall;61;0.3;3;Right;No;RB;2;70;50;54;59;58;69;57;50;59;71;70;0;1
213864;B. Utvik;23;183;75;Norway;Sarpsborg 08 FF;61;0.3;1;Right;No;CB;4;49;37;46;48;61;67;60;36;54;53;46;0;1
218576;W. Aimson;25;183;70;Wales;Plymouth Argyle;61;0.3;3;Right;No;CB;4;54;35;37;38;61;71;57;34;39;53;55;0;1
218922;G. Davies;22;168;64;Sierra Leone;SKN St. Pölten;61;0.35;3;Right;No;LM;11;79;48;56;67;39;54;51;36;63;78;80;0;1
219482;R. Fulton;23;191;70;Scotland;Hamilton Academical FC;61;0.26;1;Left;No;GK;23;;;;;;;14;11;22;32;31;0;0
219643;O. Hadžikić;23;186;85;Austria;FC Zürich;61;0.26;2;Right;No;GK;40;;;;;;;19;12;18;41;41;0;1
220149;T. Field;22;177;70;Republic of Ireland;Brentford;61;0.3;5;Left;No;LM;30;67;48;56;62;58;58;58;49;61;64;70;0;0
220787;A. Kojić;23;185;75;Sweden;AFC Eskilstuna;61;0.3;1;Right;No;RB;2;78;33;47;56;58;67;50;35;56;77;79;0;1
221277;D. Trichard;24;176;70;France;Clermont Foot 63;61;0.3;1;Left;No;LB;22;69;55;58;63;56;57;54;41;62;70;69;0;0
223750;D. Steininger;24;187;79;Germany;SpVgg Greuther Fürth;61;0.35;2;Right;No;RM;31;73;59;52;62;28;60;60;42;64;74;73;0;1
224675;Zhong Jinbao;24;181;69;China PR;Henan Jianye FC;61;0.35;2;Right;No;CM;30;65;52;56;58;56;70;35;44;58;66;64;0;1
226949;T. Walker;23;182;76;England;Salford City;61;0.35;3;Left;No;RM;11;75;56;57;62;43;61;40;60;60;73;76;0;0
229724;M. Lund;23;183;87;Denmark;Odense Boldklub;61;0.3;2;Right;No;CB;24;55;38;45;49;62;63;55;59;56;65;46;0;1
229839;R. Chávez;24;175;68;Mexico;Club Necaxa;61;0.35;2;Right;No;CM;22;66;33;59;64;61;57;56;38;64;66;66;0;1
236626;J. Koutroumbis;21;183;73;Australia;Newcastle Jets;61;0.3;1;Right;No;RB;18;71;24;47;62;62;61;55;32;60;72;70;0;1
236750;S. Sørli;23;178;67;Norway;Kristiansund BK;61;0.35;1;Left;No;LM;24;89;52;52;62;52;50;43;45;58;90;88;0;0
237027;Kim Bo Seop;21;183;73;Korea Republic;Incheon United FC;61;0.35;1;Right;No;ST;29;77;58;49;62;20;68;55;34;59;76;77;0;1
237140;L. Fritzson;23;184;77;Sweden;Östersunds FK;61;0.35;1;Right;No;CM;13;72;55;57;66;43;62;34;37;65;79;67;0;1
238480;M. Feigenspan;23;180;75;Germany;Eintracht Braunschweig;61;0.35;1;Right;No;RM;34;82;61;53;65;36;48;49;49;63;81;82;0;1
241102;M. Lercher;23;177;69;Austria;SV Mattersburg;61;0.3;3;Left;No;LB;15;69;32;54;58;59;62;48;28;55;70;69;0;0
242804;B. Lundgaard;23;196;93;United States;Columbus Crew SC;61;0.26;1;Right;No;GK;12;;;;;;;12;15;20;27;28;0;1
244395;A. Nathaniel-George;24;175;68;England;Crawley Town;61;0.35;2;Right;No;LM;15;82;57;53;65;29;43;35;48;62;85;80;0;1
244567;A. Putna;24;187;81;United States;Real Salt Lake;61;0.26;1;Right;No;GK;51;;;;;;;12;14;11;22;28;0;1
246982;Y. Brun;24;179;74;France;Grenoble Foot 38;61;0.35;1;Right;No;ST;26;66;61;52;62;29;51;62;36;64;68;65;0;1
247170;Iago Indias;23;179;68;Spain;RCD Espanyol;61;0.3;3;Right;No;CB;32;56;38;47;48;61;60;62;38;48;55;57;0;1
250923;J. Koenraat;23;182;78;Netherlands;RKC Waalwijk;61;0.35;1;Right;No;RM;23;68;61;56;66;32;56;54;51;66;70;67;0;1
251063;A. Răuță;23;189;80;Romania;Academica Clinceni;61;0.3;1;Right;No;CB;23;57;43;42;39;61;64;69;25;42;59;55;0;1
251441;Y. Ben Balla;23;180;75;France;MSV Duisburg;61;0.325;1;Right;No;CM;28;66;52;51;61;58;62;48;31;59;67;66;0;1
251760;M. Rodin;23;193;85;Bosnia Herzegovina;Perugia;61;0.3;1;Right;No;CB;5;55;25;35;38;62;68;53;27;41;58;53;0;1
251847;Paulinho;24;178;71;Brazil;FC Midtjylland;61;0.3;3;Left;No;LM;29;76;61;57;64;56;56;57;41;61;78;74;0;0
252136;T. Garcia;24;180;75;France;Paris FC;61;0.3;1;Right;No;RB;25;71;38;51;54;57;62;49;38;57;70;72;0;1
183542;M. Drennan;25;180;77;Republic of Ireland;St. Patrick's Athletic;61;0.35;1;Left;No;ST;9;71;60;55;58;25;68;59;68;57;70;71;0;0
200781;C. Thomas;25;185;72;England;Cheltenham Town;61;0.325;2;Right;No;CM;7;70;50;59;58;58;70;59;48;60;69;71;0;1
210799;J. Björkman;26;185;78;Sweden;AFC Eskilstuna;61;0.3;1;Right;No;CB;6;52;23;36;42;60;65;59;21;46;54;51;0;1
211233;J. Chalmers;25;186;72;Scotland;Ross County FC;61;0.29;1;Right;No;LB;23;70;32;55;53;59;68;53;58;59;68;71;0;1
213663;K. Wright;23;169;68;England;Örebro SK;61;0.3;1;Left;No;LM;3;74;32;48;60;54;65;43;35;61;76;73;0;0
218585;S. Griffin;24;178;74;Republic of Ireland;Cork City;61;0.3;1;Left;No;LB;20;70;40;59;63;56;61;52;58;60;67;73;0;0
221447;J. Robinson;25;175;74;United States;DC United;61;0.3;1;Right;Yes;CB;20;70;28;39;41;60;69;51;29;43;65;74;1;1
222417;E. Ham;25;174;67;Argentina;Argentinos Juniors;61;0.325;2;Right;No;CM;22;70;53;59;63;54;67;56;53;63;68;71;0;1
224854;L. Passerini;24;189;90;Argentina;CD Palestino;61;0.35;1;Right;No;ST;9;52;59;46;52;27;72;68;29;57;50;54;0;1
225001;K. Wootton;22;188;78;England;Scunthorpe United;61;0.35;3;Right;No;ST;9;65;57;45;59;26;69;62;33;62;62;67;0;1
225972;J. Henríquez;25;176;68;Chile;Audax Italiano;61;0.325;1;Right;No;CM;11;69;62;63;61;38;67;47;58;65;66;72;0;1
226006;C. Horgan;24;172;72;Republic of Ireland;Cork City;61;0.3;1;Right;No;RB;2;67;31;55;59;57;64;51;26;60;68;67;0;1
228072;Qi Tianyu;26;181;76;China PR;Shandong Luneng TaiShan FC;61;0.3;3;Right;No;CM;24;64;49;61;58;60;62;50;49;60;66;63;0;1
229627;A. Mohammad;22;177;70;Denmark;Lyngby BK;61;0.325;2;Right;No;RM;25;81;49;46;69;21;51;27;51;63;84;79;0;1
232674;F. Ghazi;25;177;70;Saudi Arabia;Al Shabab;61;0.29;5;Left;No;LB;3;77;26;46;57;59;66;43;29;58;78;77;0;0
232885;T. Sugimoto;23;162;62;Japan;Matsumoto Yamaga;61;0.325;1;Right;No;LM;20;75;40;58;68;39;47;38;48;65;72;77;0;1
233281;Jeong Dong Yun;25;174;68;Korea Republic;Incheon United FC;61;0.29;1;Right;No;RB;32;67;31;56;56;57;63;44;48;57;66;67;0;1
233679;K. Yajima;24;187;78;Japan;FC Tokyo;61;0.35;2;Right;No;ST;23;70;51;51;61;36;69;63;38;65;72;69;0;1
238043;A. Al Obud;24;174;70;Saudi Arabia;Al Ittihad;61;0.325;5;Right;No;LM;23;83;58;49;64;19;53;48;34;62;83;83;0;1
238363;R. Obermair;23;182;76;Germany;FC Carl Zeiss Jena;61;0.325;1;Right;No;RM;31;62;63;55;68;41;55;51;39;68;64;61;0;1
242471;Park Jun Hyeong;26;191;80;Korea Republic;Suwon Samsung Bluewings;61;0.3;1;Right;No;CB;55;58;23;37;30;60;68;66;23;27;63;53;0;1
242990;E. Collier;24;193;82;New Zealand;Chicago Fire;61;0.325;1;Right;No;RM;28;62;56;57;60;44;70;69;37;67;58;65;0;1
244026;H. Paul;25;186;80;Germany;TSV 1860 München;61;0.29;1;Left;No;RB;28;72;47;51;57;61;70;69;43;61;69;75;0;0
245722;G. Henriksson;21;186;79;Sweden;IF Elfsborg;61;0.3;1;Right;No;CB;5;62;39;56;46;59;61;59;28;55;64;60;0;1
246911;F. Sjølstad;25;187;78;Norway;Molde FK;61;0.325;1;Right;No;CM;8;71;41;56;60;56;68;50;42;61;70;71;0;1
247078;F. Drinkuth;24;185;83;Germany;Hallescher FC;61;0.325;1;Right;No;RM;18;73;56;55;62;24;62;34;36;62;72;74;0;1
247252;D. Carrasco;24;176;72;Chile;Universidad de Chile;61;0.3;2;Left;No;CB;3;62;27;34;35;60;67;54;28;35;66;59;0;0
248581;M. Çelik;22;174;69;Turkey;SV Waldhof Mannheim;61;0.3;1;Left;No;LB;3;75;31;47;60;56;51;33;32;58;77;73;0;0
250871;T. Duponchelle;23;175;66;France;Le Mans FC;61;0.3;1;Right;No;RB;12;69;28;46;59;59;66;49;28;55;71;67;0;1
251146;P. Nsiah;24;186;75;France;Academica Clinceni;61;0.35;1;Right;No;ST;7;78;58;38;59;23;61;62;32;56;77;78;0;1
251485;M. Puschl;23;187;80;Austria;SCR Altach;61;0.325;2;Right;No;LM;8;68;55;56;62;27;49;47;44;62;66;69;0;1
251767;L. Sorrentino;23;188;80;Italy;Castellammare di Stabia;61;0.35;1;Right;No;ST;20;50;60;38;55;27;65;67;25;58;51;49;0;1
251817;J. Ruiz Gomez;25;169;70;Argentina;Central Córdoba;61;0.35;2;Right;No;ST;27;54;65;45;59;19;44;68;39;59;58;51;0;1
252279;B. Nimaga;24;189;71;Mali;TSV Hartberg;61;0.325;2;Left;No;CM;42;64;44;56;60;57;64;58;39;61;61;67;0;0
193164;E. Fernández;26;191;77;Mexico;Tigres U.A.N.L.;61;0.24;7;Right;No;GK;22;;;;;;;14;9;16;44;23;0;1
209368;J. Powell;25;177;62;England;Crawley Town;61;0.325;2;Right;No;CM;36;62;49;62;62;43;59;36;57;62;59;65;0;1
209526;S. Kavanagh;25;174;62;Republic of Ireland;Shamrock Rovers;61;0.29;1;Left;No;LB;11;66;56;61;64;58;59;54;60;62;63;68;0;0
211090;D. Evtimov;25;190;83;Bulgaria;Accrington Stanley;61;0.24;1;Left;No;GK;1;;;;;;;20;17;26;39;36;0;0
211434;Y. Takahashi;26;187;78;Japan;Sagan Tosu;61;0.29;1;Right;No;CB;3;61;33;47;41;61;65;68;20;49;57;64;0;1
213307;D. Serna;25;170;64;United States;Colorado Rapids;61;0.29;1;Left;No;LB;17;74;61;60;64;54;45;49;44;64;73;75;0;0
213527;P. Da Silva;24;172;75;Denmark;Lyngby BK;61;0.29;2;Left;No;LM;4;75;35;54;60;53;73;49;37;62;74;75;0;0
214353;W. Cuesta;26;195;87;Colombia;Deportes Tolima;61;0.24;1;Right;No;GK;1;;;;;;;14;14;25;44;49;0;1
216563;C. Martin;24;180;68;United States;Minnesota United FC;61;0.3;1;Right;No;CM;17;66;42;59;59;58;61;54;51;58;63;69;0;1
222592;Kim Dong Jin;26;177;73;Korea Republic;Daegu FC;61;0.29;1;Left;No;CB;92;66;24;33;47;60;68;55;34;59;63;68;0;0
222822;S. Burgess;21;181;72;England;Port Vale;61;0.325;2;Right;No;RM;20;75;59;55;62;40;50;49;30;61;74;75;0;1
227653;E. Edwards Jr.;27;191;93;United States;DC United;61;0.23;1;Right;No;GK;36;;;;;;;19;14;18;40;44;0;1
227941;B. Moore;27;191;87;United States;Atlanta United;61;0.23;1;Left;No;GK;40;;;;;;;20;20;22;48;48;0;0
228401;K. Howkins;23;195;90;England;Newport County;61;0.29;2;Right;No;CB;5;66;28;40;49;58;74;60;27;51;65;67;0;1
228691;H. Belal;25;186;74;Saudi Arabia;Al Wehda;61;0.29;4;Right;No;CM;44;48;42;52;53;60;70;55;28;58;49;48;0;1
231678;R. Tongyik;22;185;80;Australia;Central Coast Mariners;61;0.29;1;Right;No;CB;21;65;26;40;55;58;71;61;26;57;66;65;0;1
231837;E. Maanane;24;182;75;France;Rodez Aveyron Football;61;0.325;1;Right;No;ST;18;72;61;43;62;26;51;60;32;58;70;74;0;1
232193;Ko Tae Won;26;187;81;Korea Republic;Sangju Sangmu FC;61;0.29;1;Right;No;CB;15;62;29;36;42;60;66;62;22;41;66;59;0;1
234070;M. Kanabah;26;170;70;Saudi Arabia;Al Fateh;61;0.29;4;Left;No;CM;77;61;43;58;62;55;62;41;42;65;63;60;0;0
238918;O. Hawsawi;25;178;78;Saudi Arabia;Al Hazem;61;0.29;2;Right;No;CB;6;61;24;35;42;59;78;59;29;43;66;57;0;1
238969;R. Laidlaw;26;201;85;Scotland;Ross County FC;61;0.24;1;Right;No;GK;1;;;;;;;10;13;18;29;20;0;1
244658;K. Anzai;24;172;68;Japan;Sagan Tosu;61;0.29;1;Left;No;RB;24;66;42;50;60;59;57;45;37;63;65;66;0;0
247198;David Cardoso;24;183;79;Macau;FC Girondins de Bordeaux;61;0.29;4;Right;No;CB;34;61;31;37;43;63;61;61;28;46;61;61;0;1
247376;A. Jenssen;25;185;84;Norway;Tromsø IL;61;0.29;1;Right;No;CB;5;62;28;44;40;59;69;63;27;55;63;61;0;1
251064;C. Găină;23;187;75;Romania;Academica Clinceni;61;0.29;1;Right;No;CB;5;58;24;40;35;61;68;65;21;38;63;54;0;1
251795;F. Gülmez;25;185;77;Turkey;Gazişehir Gaziantep F.K.;61;0.24;2;Right;No;GK;12;;;;;;;11;10;19;36;39;0;1
251958;A. Tchang-Tchong;25;181;72;France;Dijon FCO;61;0.29;2;Left;No;LB;37;58;31;52;60;63;57;54;39;56;63;53;0;0
200693;D. Jarl;27;196;82;Sweden;IK Sirius;61;0.27;1;Left;No;CB;5;61;22;44;42;58;69;66;14;48;46;73;0;0
201945;D. Amankwaa;25;176;68;Denmark;SønderjyskE;61;0.325;2;Right;No;RM;7;81;54;52;63;25;57;33;40;61;77;84;0;1
203090;R. Charles-Cook;25;185;80;England;Macclesfield Town;61;0.23;1;Right;No;GK;13;;;;;;;14;13;34;51;43;0;1
203145;G. Taft;25;191;74;England;Cambridge United;61;0.28;2;Left;No;CB;4;54;35;50;49;57;76;62;38;51;55;54;0;0
203417;E. Oyeleke;26;175;75;England;Port Vale;61;0.3;2;Right;No;CM;8;77;51;57;64;60;70;54;42;64;79;76;0;1
204459;B. Nugent;25;196;83;England;Stevenage;61;0.28;2;Left;No;CB;31;43;35;37;31;60;72;64;22;38;40;45;0;0
204909;R. Udegbe;28;191;90;Germany;KFC Uerdingen 05;61;0.23;1;Left;No;GK;27;;;;;;;15;11;26;38;26;0;0
205266;F. Flores;25;176;67;Mexico;Tiburones Rojos de Veracruz;61;0.28;1;Right;No;RB;32;64;44;54;57;59;61;57;34;55;67;62;0;1
209895;M. Acton;27;184;85;Australia;Melbourne Victory;61;0.22;1;Right;No;GK;1;;;;;;;19;18;18;40;40;0;1
213157;A. Jagiełło;24;170;62;Poland;Piast Gliwice;61;0.325;1;Left;No;LM;7;75;56;59;66;37;35;33;52;62;78;73;0;0
214007;A. Al Nazera;26;170;69;Saudi Arabia;Al Adalah;61;0.325;4;Right;No;CM;7;60;58;61;62;27;60;51;53;61;59;60;0;1
215562;R. Hunt;23;171;67;England;Swindon Town;61;0.28;2;Right;No;LB;24;74;33;52;63;55;61;42;55;60;76;73;0;1
216190;J. McCourt;23;178;68;England;Macclesfield Town;61;0.325;2;Right;No;CM;4;66;54;58;57;59;71;55;53;61;65;66;0;1
220618;L. Pierce;25;177;73;Argentina;FC Botoşani;61;0.3;2;Right;No;CM;5;62;52;59;58;60;65;56;46;59;63;61;0;1
221652;Sergio;27;188;74;Spain;CD Mirandés;61;0.27;2;Right;No;CB;4;52;35;37;37;64;58;58;31;36;40;62;0;1
221864;Chen Hao;26;186;78;China PR;Henan Jianye FC;61;0.28;2;Right;No;CB;25;62;41;41;46;61;62;68;34;55;61;62;0;1
222180;Shan Pengfei;26;183;79;China PR;Dalian YiFang FC;61;0.27;2;Right;No;RB;3;68;32;46;56;58;70;56;30;55;78;60;0;1
223029;H. Acar;24;183;75;Turkey;Kayserispor;61;0.325;2;Right;No;CM;8;58;45;56;62;56;59;53;44;64;55;60;0;1
223298;Li Yuanyi;25;180;70;China PR;Shenzhen FC;61;0.325;3;Right;No;RM;31;68;57;57;61;46;59;51;49;60;70;66;0;1
223679;T. Rieder;25;186;77;Germany;FC Augsburg;61;0.28;4;Right;No;RB;40;57;33;42;46;66;67;58;38;48;54;59;0;1
224413;N. Giraldo;26;174;64;Colombia;Envigado FC;61;0.27;1;Right;No;LB;22;66;44;53;59;57;66;43;37;58;64;67;0;1
226021;Guo Hao;26;173;67;China PR;Tianjin TEDA FC;61;0.28;3;Right;No;CM;22;72;37;52;63;58;68;46;33;60;60;82;0;1
228935;M. Engelhardt;26;191;88;Germany;Eintracht Braunschweig;61;0.23;1;Right;No;GK;1;;;;;;;18;16;19;48;43;0;1
231346;A. Alégué;22;175;68;Cameroon;FC Nantes;61;0.325;4;Left;No;RM;41;67;56;56;66;28;45;51;41;64;68;66;0;0
232367;H. Fukushima;26;182;78;Japan;Urawa Red Diamonds;61;0.23;2;Left;No;GK;25;;;;;;;21;16;20;41;39;0;0
234447;S. Keskin;25;172;69;Turkey;Gazişehir Gaziantep F.K.;61;0.28;2;Left;No;LB;44;71;47;53;63;57;57;47;36;59;72;71;0;0
237332;A. May;25;176;72;England;Doncaster Rovers;61;0.325;2;Right;No;ST;19;85;60;44;64;32;63;38;29;57;86;84;0;1
237753;T. Iida;24;179;73;Japan;Shimizu S-Pulse;61;0.28;1;Right;No;RB;27;77;36;54;61;54;62;45;26;63;73;81;0;1
239833;M. Al Dhaw;25;169;67;Sudan;Al Fateh;61;0.325;5;Right;No;RM;88;70;57;57;63;40;59;44;44;61;70;70;0;1
241165;E. Cicerelli;24;177;71;Italy;US Salernitana 1919;61;0.325;1;Right;No;LM;17;67;57;54;67;28;41;45;43;65;66;68;0;1
243964;C. Cooke;26;185;76;England;St. Mirren;61;0.325;2;Right;No;ST;20;68;60;48;58;27;67;61;28;59;68;68;0;1
247168;I. Rønning;26;192;85;Norway;Ranheim Fotball;61;0.325;1;Right;No;ST;18;59;61;43;49;26;68;65;34;51;57;61;0;1
247188;Víctor Ruiz;25;172;68;Spain;FC St. Gallen;61;0.325;3;Right;No;CM;7;77;51;56;65;31;47;38;38;62;73;80;0;1
251444;A. Budimbu;24;178;81;Germany;MSV Duisburg;61;0.325;1;Right;No;RM;11;74;51;54;63;28;66;38;38;62;72;75;0;1
251655;R. Ivey;25;167;57;Panama;Deportivo Pasto;61;0.325;1;Left;No;LM;15;80;50;53;65;35;47;38;33;53;81;79;0;0
198326;H. Nilsson;28;190;93;Sweden;Falkenbergs FF;61;0.22;1;Right;No;GK;16;;;;;;;16;19;22;52;48;0;1
210790;A. Al Zubaidi;26;182;78;Saudi Arabia;Al Wehda;61;0.27;4;Right;No;RB;17;75;49;55;57;54;75;39;37;55;72;78;0;1
211739;E. Yeşilyurt;25;178;72;Germany;Sivasspor;61;0.3;3;Right;No;RM;11;64;50;57;65;31;58;36;40;66;67;62;0;1
211792;J. Pearson;26;186;75;England;Macclesfield Town;61;0.27;2;Right;No;RB;28;65;35;48;55;59;65;59;32;56;66;65;0;1
213339;B. Garmston;25;183;84;Republic of Ireland;Gillingham;61;0.27;2;Left;Yes;LB;3;90;44;52;59;54;63;53;56;53;89;90;1;0
214747;D. Orellana;26;173;73;Chile;CD Everton de Viña del Mar;61;0.3;1;Right;No;CM;20;67;45;62;62;57;63;45;38;65;68;66;0;1
222702;Baek Dong Gyu;28;184;71;Korea Republic;Sangju Sangmu FC;61;0.25;1;Right;No;CB;20;49;36;45;46;60;70;56;23;43;40;56;0;1
228483;Kim Su An;26;192;80;Korea Republic;Ulsan Hyundai FC;61;0.3;2;Right;No;ST;95;69;50;40;57;49;67;67;23;61;70;69;0;1
228845;H. Sandvik;29;183;75;Norway;FK Haugesund;61;0.21;1;Right;No;GK;12;;;;;;;17;21;28;34;46;0;1
232175;D. Kozica;26;180;78;Sweden;AFC Eskilstuna;61;0.3;1;Right;No;ST;7;74;58;58;67;41;59;50;48;64;76;73;0;1
232846;K. Kakoi;28;190;90;Japan;Cerezo Osaka;61;0.22;1;Right;No;GK;1;;;;;;;21;15;18;56;53;0;1
237201;K. McIntosh;25;183;79;United States;Portland Timbers;61;0.22;1;Right;Yes;GK;43;;;;;;;13;19;18;41;41;1;1
238105;Li Peng;28;187;80;China PR;Shanghai Greenland Shenhua FC;61;0.25;3;Right;No;CB;6;52;28;36;33;59;77;72;23;35;49;54;0;1
